"PDF","PMID"
"PMID_17156509.pdf","17156509"
"PMID_17197463.pdf","17197463"
"PMID_17197464.pdf","17197464"
"PMID_17197465.pdf","17197465"
"PMID_17197840.pdf","17197840"
"PMID_17197846.pdf","17197846"
"PMID_17197848.pdf","17197848"
"PMID_17197857.pdf","17197857"
"PMID_17202008.pdf","17202008"
"PMID_17202009.pdf","17202009"
"PMID_17202013.pdf","17202013"
"PMID_17207299.pdf","17207299"
"PMID_17210732.pdf","17210732"
"PMID_17218374.pdf","17218374"
"PMID_17218378.pdf","17218378"
"PMID_17223803.pdf","17223803"
"PMID_17223805.pdf","17223805"
"PMID_17223806.pdf","17223806"
"PMID_17227819.pdf","17227819"
"PMID_17237216.pdf","17237216"
"PMID_17241503.pdf","17241503"
"PMID_17241504.pdf","17241504"
"PMID_17241505.pdf","17241505"
"PMID_17241507.pdf","17241507"
"PMID_17259258.pdf","17259258"
"PMID_17261211.pdf","17261211"
"PMID_17261216.pdf","17261216"
"PMID_17264716.pdf","17264716"
"PMID_17264721.pdf","17264721"
"PMID_17272253.pdf","17272253"
"PMID_17283005.pdf","17283005"
"PMID_17300297.pdf","17300297"
"PMID_17303622.pdf","17303622"
"PMID_17324976.pdf","17324976"
"PMID_17325502.pdf","17325502"
"PMID_17325504.pdf","17325504"
"PMID_17331928.pdf","17331928"
"PMID_17331930.pdf","17331930"
"PMID_17331931.pdf","17331931"
"PMID_17332003.pdf","17332003"
"PMID_17347180.pdf","17347180"
"PMID_17347181.pdf","17347181"
"PMID_17347185.pdf","17347185"
"PMID_17350969.pdf","17350969"
"PMID_17376250.pdf","17376250"
"PMID_17376251.pdf","17376251"
"PMID_17376252.pdf","17376252"
"PMID_17376253.pdf","17376253"
"PMID_17381566.pdf","17381566"
"PMID_17381575.pdf","17381575"
"PMID_17400976.pdf","17400976"
"PMID_17400977.pdf","17400977"
"PMID_17400979.pdf","17400979"
"PMID_17400980.pdf","17400980"
"PMID_17400981.pdf","17400981"
"PMID_17403707.pdf","17403707"
"PMID_17416906.pdf","17416906"
"PMID_17416907.pdf","17416907"
"PMID_17425814.pdf","17425814"
"PMID_17425817.pdf","17425817"
"PMID_17426069.pdf","17426069"
"PMID_17437654.pdf","17437654"
"PMID_17448056.pdf","17448056"
"PMID_17448057.pdf","17448057"
"PMID_17449890.pdf","17449890"
"PMID_17457124.pdf","17457124"
"PMID_17457131.pdf","17457131"
"PMID_17462117.pdf","17462117"
"PMID_17468493.pdf","17468493"
"PMID_17468494.pdf","17468494"
"PMID_17470884.pdf","17470884"
"PMID_17470885.pdf","17470885"
"PMID_17478452.pdf","17478452"
"PMID_17485435.pdf","17485435"
"PMID_17506733.pdf","17506733"
"PMID_17506741.pdf","17506741"
"PMID_17510045.pdf","17510045"
"PMID_17519049.pdf","17519049"
"PMID_17519261.pdf","17519261"
"PMID_17519262.pdf","17519262"
"PMID_17519263.pdf","17519263"
"PMID_17525598.pdf","17525598"
"PMID_17540667.pdf","17540667"
"PMID_17541072.pdf","17541072"
"PMID_17556352.pdf","17556352"
"PMID_17561515.pdf","17561515"
"PMID_17567339.pdf","17567339"
"PMID_17567342.pdf","17567342"
"PMID_17567343.pdf","17567343"
"PMID_17567350.pdf","17567350"
"PMID_17573390.pdf","17573390"
"PMID_17576969.pdf","17576969"
"PMID_17583594.pdf","17583594"
"PMID_17583595.pdf","17583595"
"PMID_17584850.pdf","17584850"
"PMID_17585213.pdf","17585213"
"PMID_17585215.pdf","17585215"
"PMID_17588273.pdf","17588273"
"PMID_17602036.pdf","17602036"
"PMID_17602038.pdf","17602038"
"PMID_17602039.pdf","17602039"
"PMID_17606479.pdf","17606479"
"PMID_17608965.pdf","17608965"
"PMID_17608975.pdf","17608975"
"PMID_17609248.pdf","17609248"
"PMID_17611252.pdf","17611252"
"PMID_17617554.pdf","17617554"
"PMID_17621601.pdf","17621601"
"PMID_17626026.pdf","17626026"
"PMID_17635423.pdf","17635423"
"PMID_17635424.pdf","17635424"
"PMID_17635430.pdf","17635430"
"PMID_17635433.pdf","17635433"
"PMID_17655781.pdf","17655781"
"PMID_17660457.pdf","17660457"
"PMID_17666131.pdf","17666131"
"PMID_17666155.pdf","17666155"
"PMID_17666715.pdf","17666715"
"PMID_17667563.pdf","17667563"
"PMID_17667565.pdf","17667565"
"PMID_17667567.pdf","17667567"
"PMID_17681969.pdf","17681969"
"PMID_17681970.pdf","17681970"
"PMID_17681971.pdf","17681971"
"PMID_17697218.pdf","17697218"
"PMID_17697219.pdf","17697219"
"PMID_17697220.pdf","17697220"
"PMID_17704091.pdf","17704091"
"PMID_17715139.pdf","17715139"
"PMID_17721240.pdf","17721240"
"PMID_17721249.pdf","17721249"
"PMID_17845648.pdf","17845648"
"PMID_17845650.pdf","17845650"
"PMID_17845651.pdf","17845651"
"PMID_17845652.pdf","17845652"
"PMID_17850684.pdf","17850684"
"PMID_17855735.pdf","17855735"
"PMID_17884802.pdf","17884802"
"PMID_17888191.pdf","17888191"
"PMID_17888192.pdf","17888192"
"PMID_17892610.pdf","17892610"
"PMID_17893453.pdf","17893453"
"PMID_17894912.pdf","17894912"
"PMID_17895235.pdf","17895235"
"PMID_17913754.pdf","17913754"
"PMID_17924889.pdf","17924889"
"PMID_17924890.pdf","17924890"
"PMID_17924894.pdf","17924894"
"PMID_17924895.pdf","17924895"
"PMID_17924899.pdf","17924899"
"PMID_17934162.pdf","17934162"
"PMID_17953792.pdf","17953792"
"PMID_17959585.pdf","17959585"
"PMID_17959591.pdf","17959591"
"PMID_17959594.pdf","17959594"
"PMID_17975231.pdf","17975231"
"PMID_17975232.pdf","17975232"
"PMID_17975234.pdf","17975234"
"PMID_17977859.pdf","17977859"
"PMID_17977860.pdf","17977860"
"PMID_17982167.pdf","17982167"
"PMID_17991257.pdf","17991257"
"PMID_17991258.pdf","17991258"
"PMID_17991260.pdf","17991260"
"PMID_17991266.pdf","17991266"
"PMID_18005471.pdf","18005471"
"PMID_18006530.pdf","18006530"
"PMID_18024955.pdf","18024955"
"PMID_18028578.pdf","18028578"
"PMID_18042559.pdf","18042559"
"PMID_18043058.pdf","18043058"
"PMID_18070786.pdf","18070786"
"PMID_18070787.pdf","18070787"
"PMID_18073543.pdf","18073543"
"PMID_18073546.pdf","18073546"
"PMID_18073548.pdf","18073548"
"PMID_18083994.pdf","18083994"
"PMID_18086066.pdf","18086066"
"PMID_18156881.pdf","18156881"
"PMID_18166745.pdf","18166745"
"PMID_18178608.pdf","18178608"
"PMID_18182121.pdf","18182121"
"PMID_18186954.pdf","18186954"
"PMID_18211450.pdf","18211450"
"PMID_18211998.pdf","18211998"
"PMID_18211999.pdf","18211999"
"PMID_18212574.pdf","18212574"
"PMID_18276652.pdf","18276652"
"PMID_18279487.pdf","18279487"
"PMID_18285392.pdf","18285392"
"PMID_18289228.pdf","18289228"
"PMID_18289229.pdf","18289229"
"PMID_18289234.pdf","18289234"
"PMID_18289446.pdf","18289446"
"PMID_18292675.pdf","18292675"
"PMID_18292676.pdf","18292676"
"PMID_18298872.pdf","18298872"
"PMID_18298873.pdf","18298873"
"PMID_18305079.pdf","18305079"
"PMID_18305082.pdf","18305082"
"PMID_18308741.pdf","18308741"
"PMID_18310627.pdf","18310627"
"PMID_18310675.pdf","18310675"
"PMID_18325887.pdf","18325887"
"PMID_18336483.pdf","18336483"
"PMID_18339212.pdf","18339212"
"PMID_18344552.pdf","18344552"
"PMID_18344556.pdf","18344556"
"PMID_18362593.pdf","18362593"
"PMID_18377704.pdf","18377704"
"PMID_18378968.pdf","18378968"
"PMID_18385263.pdf","18385263"
"PMID_18385265.pdf","18385265"
"PMID_18397921.pdf","18397921"
"PMID_18400140.pdf","18400140"
"PMID_18400141.pdf","18400141"
"PMID_18400808.pdf","18400808"
"PMID_18403379.pdf","18403379"
"PMID_18405411.pdf","18405411"
"PMID_18407943.pdf","18407943"
"PMID_18413006.pdf","18413006"
"PMID_18426626.pdf","18426626"
"PMID_18426627.pdf","18426627"
"PMID_18440952.pdf","18440952"
"PMID_18445608.pdf","18445608"
"PMID_18448418.pdf","18448418"
"PMID_18451114.pdf","18451114"
"PMID_18471327.pdf","18471327"
"PMID_18471328.pdf","18471328"
"PMID_18471329.pdf","18471329"
"PMID_18471341.pdf","18471341"
"PMID_18477268.pdf","18477268"
"PMID_18497598.pdf","18497598"
"PMID_18497611.pdf","18497611"
"PMID_18524783.pdf","18524783"
"PMID_18534970.pdf","18534970"
"PMID_18538047.pdf","18538047"
"PMID_18538051.pdf","18538051"
"PMID_18538052.pdf","18538052"
"PMID_18538053.pdf","18538053"
"PMID_18538054.pdf","18538054"
"PMID_18540926.pdf","18540926"
"PMID_18544179.pdf","18544179"
"PMID_18544524.pdf","18544524"
"PMID_18547293.pdf","18547293"
"PMID_18559351.pdf","18559351"
"PMID_18566196.pdf","18566196"
"PMID_18566197.pdf","18566197"
"PMID_18566198.pdf","18566198"
"PMID_18566199.pdf","18566199"
"PMID_18567675.pdf","18567675"
"PMID_18580174.pdf","18580174"
"PMID_18580176.pdf","18580176"
"PMID_18580181.pdf","18580181"
"PMID_18582254.pdf","18582254"
"PMID_18582257.pdf","18582257"
"PMID_18591698.pdf","18591698"
"PMID_18616522.pdf","18616522"
"PMID_18621986.pdf","18621986"
"PMID_18627368.pdf","18627368"
"PMID_18628266.pdf","18628266"
"PMID_18640992.pdf","18640992"
"PMID_18647291.pdf","18647291"
"PMID_18648228.pdf","18648228"
"PMID_18648237.pdf","18648237"
"PMID_18652710.pdf","18652710"
"PMID_18653493.pdf","18653493"
"PMID_18653496.pdf","18653496"
"PMID_18682410.pdf","18682410"
"PMID_18689807.pdf","18689807"
"PMID_18699898.pdf","18699898"
"PMID_18713761.pdf","18713761"
"PMID_18716003.pdf","18716003"
"PMID_18719436.pdf","18719436"
"PMID_18719447.pdf","18719447"
"PMID_18765643.pdf","18765643"
"PMID_18772216.pdf","18772216"
"PMID_18784069.pdf","18784069"
"PMID_18813039.pdf","18813039"
"PMID_18813045.pdf","18813045"
"PMID_18813048.pdf","18813048"
"PMID_18818191.pdf","18818191"
"PMID_18820247.pdf","18820247"
"PMID_18820248.pdf","18820248"
"PMID_18821888.pdf","18821888"
"PMID_18822094.pdf","18822094"
"PMID_18835885.pdf","18835885"
"PMID_18835965.pdf","18835965"
"PMID_18845650.pdf","18845650"
"PMID_18922850.pdf","18922850"
"PMID_18922851.pdf","18922851"
"PMID_18946293.pdf","18946293"
"PMID_18946298.pdf","18946298"
"PMID_18946302.pdf","18946302"
"PMID_18987053.pdf","18987053"
"PMID_18987057.pdf","18987057"
"PMID_19004914.pdf","19004914"
"PMID_19011261.pdf","19011261"
"PMID_19022794.pdf","19022794"
"PMID_19028707.pdf","19028707"
"PMID_19032300.pdf","19032300"
"PMID_19034105.pdf","19034105"
"PMID_19034108.pdf","19034108"
"PMID_19050084.pdf","19050084"
"PMID_19050085.pdf","19050085"
"PMID_19074154.pdf","19074154"
"PMID_19087000.pdf","19087000"
"PMID_19087002.pdf","19087002"
"PMID_19104167.pdf","19104167"
"PMID_19104182.pdf","19104182"
"PMID_19112061.pdf","19112061"
"PMID_19122548.pdf","19122548"
"PMID_19122550.pdf","19122550"
"PMID_19122552.pdf","19122552"
"PMID_19122553.pdf","19122553"
"PMID_19122556.pdf","19122556"
"PMID_19138914.pdf","19138914"
"PMID_19138915.pdf","19138915"
"PMID_19142083.pdf","19142083"
"PMID_19142085.pdf","19142085"
"PMID_19143690.pdf","19143690"
"PMID_19151048.pdf","19151048"
"PMID_19151049.pdf","19151049"
"PMID_19151052.pdf","19151052"
"PMID_19168857.pdf","19168857"
"PMID_19176534.pdf","19176534"
"PMID_19189982.pdf","19189982"
"PMID_19189986.pdf","19189986"
"PMID_19193652.pdf","19193652"
"PMID_19194157.pdf","19194157"
"PMID_19233881.pdf","19233881"
"PMID_19237874.pdf","19237874"
"PMID_19237980.pdf","19237980"
"PMID_19237984.pdf","19237984"
"PMID_19244696.pdf","19244696"
"PMID_19246457.pdf","19246457"
"PMID_19247742.pdf","19247742"
"PMID_19262392.pdf","19262392"
"PMID_19282299.pdf","19282299"
"PMID_19300267.pdf","19300267"
"PMID_19302634.pdf","19302634"
"PMID_19302635.pdf","19302635"
"PMID_19302638.pdf","19302638"
"PMID_19302639.pdf","19302639"
"PMID_19302641.pdf","19302641"
"PMID_19302649.pdf","19302649"
"PMID_19307970.pdf","19307970"
"PMID_19307972.pdf","19307972"
"PMID_19329467.pdf","19329467"
"PMID_19336535.pdf","19336535"
"PMID_19336538.pdf","19336538"
"PMID_19340492.pdf","19340492"
"PMID_19352162.pdf","19352162"
"PMID_19352163.pdf","19352163"
"PMID_19352169.pdf","19352169"
"PMID_19352186.pdf","19352186"
"PMID_19352187.pdf","19352187"
"PMID_19367170.pdf","19367170"
"PMID_19367171.pdf","19367171"
"PMID_19373095.pdf","19373095"
"PMID_19376787.pdf","19376787"
"PMID_19376789.pdf","19376789"
"PMID_19384232.pdf","19384232"
"PMID_19387173.pdf","19387173"
"PMID_19395973.pdf","19395973"
"PMID_19396507.pdf","19396507"
"PMID_19401659.pdf","19401659"
"PMID_19401661.pdf","19401661"
"PMID_19401664.pdf","19401664"
"PMID_19401665.pdf","19401665"
"PMID_19403595.pdf","19403595"
"PMID_19411667.pdf","19411667"
"PMID_19412108.pdf","19412108"
"PMID_19417610.pdf","19417610"
"PMID_19417675.pdf","19417675"
"PMID_19424073.pdf","19424073"
"PMID_19429669.pdf","19429669"
"PMID_19440810.pdf","19440810"
"PMID_19443419.pdf","19443419"
"PMID_19444123.pdf","19444123"
"PMID_19453311.pdf","19453311"
"PMID_19453318.pdf","19453318"
"PMID_19454544.pdf","19454544"
"PMID_19455040.pdf","19455040"
"PMID_19461297.pdf","19461297"
"PMID_19475468.pdf","19475468"
"PMID_19478674.pdf","19478674"
"PMID_19487950.pdf","19487950"
"PMID_19512873.pdf","19512873"
"PMID_19512875.pdf","19512875"
"PMID_19512882.pdf","19512882"
"PMID_19521294.pdf","19521294"
"PMID_19521297.pdf","19521297"
"PMID_19521298.pdf","19521298"
"PMID_19528806.pdf","19528806"
"PMID_19535988.pdf","19535988"
"PMID_19541679.pdf","19541679"
"PMID_19542102.pdf","19542102"
"PMID_19542104.pdf","19542104"
"PMID_19546692.pdf","19546692"
"PMID_19549643.pdf","19549643"
"PMID_19550337.pdf","19550337"
"PMID_19550338.pdf","19550338"
"PMID_19550340.pdf","19550340"
"PMID_19561345.pdf","19561345"
"PMID_19571762.pdf","19571762"
"PMID_19586958.pdf","19586958"
"PMID_19593146.pdf","19593146"
"PMID_19593887.pdf","19593887"
"PMID_19603240.pdf","19603240"
"PMID_19604188.pdf","19604188"
"PMID_19604191.pdf","19604191"
"PMID_19605409.pdf","19605409"
"PMID_19606048.pdf","19606048"
"PMID_19608563.pdf","19608563"
"PMID_19617379.pdf","19617379"
"PMID_19617841.pdf","19617841"
"PMID_19624628.pdf","19624628"
"PMID_19639375.pdf","19639375"
"PMID_19639376.pdf","19639376"
"PMID_19641980.pdf","19641980"
"PMID_19648155.pdf","19648155"
"PMID_19672164.pdf","19672164"
"PMID_19672175.pdf","19672175"
"PMID_19672180.pdf","19672180"
"PMID_19672187.pdf","19672187"
"PMID_19686477.pdf","19686477"
"PMID_19686479.pdf","19686479"
"PMID_19687032.pdf","19687032"
"PMID_19696679.pdf","19696679"
"PMID_19700442.pdf","19700442"
"PMID_19700776.pdf","19700776"
"PMID_19706631.pdf","19706631"
"PMID_19707144.pdf","19707144"
"PMID_19707145.pdf","19707145"
"PMID_19707148.pdf","19707148"
"PMID_19728002.pdf","19728002"
"PMID_19730966.pdf","19730966"
"PMID_19735398.pdf","19735398"
"PMID_19735404.pdf","19735404"
"PMID_19735405.pdf","19735405"
"PMID_19741485.pdf","19741485"
"PMID_19741492.pdf","19741492"
"PMID_19741494.pdf","19741494"
"PMID_19767606.pdf","19767606"
"PMID_19770662.pdf","19770662"
"PMID_19779953.pdf","19779953"
"PMID_19783538.pdf","19783538"
"PMID_19783539.pdf","19783539"
"PMID_19797249.pdf","19797249"
"PMID_19809292.pdf","19809292"
"PMID_19809326.pdf","19809326"
"PMID_19814748.pdf","19814748"
"PMID_19825059.pdf","19825059"
"PMID_19832737.pdf","19832737"
"PMID_19842242.pdf","19842242"
"PMID_19849677.pdf","19849677"
"PMID_19849685.pdf","19849685"
"PMID_19858871.pdf","19858871"
"PMID_19864308.pdf","19864308"
"PMID_19889113.pdf","19889113"
"PMID_19895618.pdf","19895618"
"PMID_19915475.pdf","19915475"
"PMID_19915480.pdf","19915480"
"PMID_19916246.pdf","19916246"
"PMID_19926634.pdf","19926634"
"PMID_19933173.pdf","19933173"
"PMID_19933175.pdf","19933175"
"PMID_19933512.pdf","19933512"
"PMID_19934866.pdf","19934866"
"PMID_19935070.pdf","19935070"
"PMID_19935071.pdf","19935071"
"PMID_19952722.pdf","19952722"
"PMID_19952754.pdf","19952754"
"PMID_19958342.pdf","19958342"
"PMID_19996947.pdf","19996947"
"PMID_20007794.pdf","20007794"
"PMID_20008859.pdf","20008859"
"PMID_20008860.pdf","20008860"
"PMID_20009936.pdf","20009936"
"PMID_20035226.pdf","20035226"
"PMID_20039868.pdf","20039868"
"PMID_20042475.pdf","20042475"
"PMID_20090540.pdf","20090540"
"PMID_20090541.pdf","20090541"
"PMID_20098134.pdf","20098134"
"PMID_20098137.pdf","20098137"
"PMID_20105150.pdf","20105150"
"PMID_20150346.pdf","20150346"
"PMID_20150347.pdf","20150347"
"PMID_20173643.pdf","20173643"
"PMID_20179502.pdf","20179502"
"PMID_20190259.pdf","20190259"
"PMID_20216069.pdf","20216069"
"PMID_20299348.pdf","20299348"
"PMID_20299984.pdf","20299984"
"PMID_20299988.pdf","20299988"
"PMID_20299990.pdf","20299990"
"PMID_20299993.pdf","20299993"
"PMID_20299995.pdf","20299995"
"PMID_20306569.pdf","20306569"
"PMID_20335182.pdf","20335182"
"PMID_20336817.pdf","20336817"
"PMID_20337618.pdf","20337618"
"PMID_20338954.pdf","20338954"
"PMID_20345421.pdf","20345421"
"PMID_20354010.pdf","20354010"
"PMID_20354436.pdf","20354436"
"PMID_20357008.pdf","20357008"
"PMID_20388624.pdf","20388624"
"PMID_20402874.pdf","20402874"
"PMID_20412149.pdf","20412149"
"PMID_20412151.pdf","20412151"
"PMID_20418533.pdf","20418533"
"PMID_20418695.pdf","20418695"
"PMID_20427369.pdf","20427369"
"PMID_20460997.pdf","20460997"
"PMID_20477781.pdf","20477781"
"PMID_20477784.pdf","20477784"
"PMID_20497149.pdf","20497149"
"PMID_20497150.pdf","20497150"
"PMID_20498606.pdf","20498606"
"PMID_20520555.pdf","20520555"
"PMID_20523212.pdf","20523212"
"PMID_20526194.pdf","20526194"
"PMID_20528839.pdf","20528839"
"PMID_20531094.pdf","20531094"
"PMID_20540172.pdf","20540172"
"PMID_20542888.pdf","20542888"
"PMID_20551021.pdf","20551021"
"PMID_20560920.pdf","20560920"
"PMID_20565392.pdf","20565392"
"PMID_20571361.pdf","20571361"
"PMID_20573633.pdf","20573633"
"PMID_20573635.pdf","20573635"
"PMID_20576633.pdf","20576633"
"PMID_20581214.pdf","20581214"
"PMID_20581215.pdf","20581215"
"PMID_20601891.pdf","20601891"
"PMID_20608923.pdf","20608923"
"PMID_20613470.pdf","20613470"
"PMID_20613476.pdf","20613476"
"PMID_20613484.pdf","20613484"
"PMID_20613538.pdf","20613538"
"PMID_20613539.pdf","20613539"
"PMID_20613542.pdf","20613542"
"PMID_20627877.pdf","20627877"
"PMID_20630890.pdf","20630890"
"PMID_20642524.pdf","20642524"
"PMID_20645945.pdf","20645945"
"PMID_20645948.pdf","20645948"
"PMID_20645951.pdf","20645951"
"PMID_20649528.pdf","20649528"
"PMID_20649896.pdf","20649896"
"PMID_20650919.pdf","20650919"
"PMID_20650921.pdf","20650921"
"PMID_20659915.pdf","20659915"
"PMID_20671557.pdf","20671557"
"PMID_20682569.pdf","20682569"
"PMID_20683333.pdf","20683333"
"PMID_20683334.pdf","20683334"
"PMID_20685683.pdf","20685683"
"PMID_20693876.pdf","20693876"
"PMID_20693880.pdf","20693880"
"PMID_20693884.pdf","20693884"
"PMID_20712805.pdf","20712805"
"PMID_20729532.pdf","20729532"
"PMID_20736233.pdf","20736233"
"PMID_20739893.pdf","20739893"
"PMID_20805754.pdf","20805754"
"PMID_20829700.pdf","20829700"
"PMID_20829701.pdf","20829701"
"PMID_20864893.pdf","20864893"
"PMID_20876698.pdf","20876698"
"PMID_20876699.pdf","20876699"
"PMID_20883502.pdf","20883502"
"PMID_20885291.pdf","20885291"
"PMID_20938333.pdf","20938333"
"PMID_20947593.pdf","20947593"
"PMID_20952427.pdf","20952427"
"PMID_20958277.pdf","20958277"
"PMID_20958278.pdf","20958278"
"PMID_20962652.pdf","20962652"
"PMID_20962655.pdf","20962655"
"PMID_20962656.pdf","20962656"
"PMID_20962657.pdf","20962657"
"PMID_21037268.pdf","21037268"
"PMID_21051493.pdf","21051493"
"PMID_21062790.pdf","21062790"
"PMID_21088592.pdf","21088592"
"PMID_21088595.pdf","21088595"
"PMID_21088596.pdf","21088596"
"PMID_21088598.pdf","21088598"
"PMID_21112881.pdf","21112881"
"PMID_21119518.pdf","21119518"
"PMID_21138901.pdf","21138901"
"PMID_21138902.pdf","21138902"
"PMID_21147783.pdf","21147783"
"PMID_21150627.pdf","21150627"
"PMID_21150631.pdf","21150631"
"PMID_21157359.pdf","21157359"
"PMID_21169609.pdf","21169609"
"PMID_21177284.pdf","21177284"
"PMID_21182601.pdf","21182601"
"PMID_21192270.pdf","21192270"
"PMID_21205628.pdf","21205628"
"PMID_21206277.pdf","21206277"
"PMID_21245735.pdf","21245735"
"PMID_21254985.pdf","21254985"
"PMID_21258075.pdf","21258075"
"PMID_21265818.pdf","21265818"
"PMID_21270630.pdf","21270630"
"PMID_21297442.pdf","21297442"
"PMID_21307764.pdf","21307764"
"PMID_21307769.pdf","21307769"
"PMID_21317630.pdf","21317630"
"PMID_21320086.pdf","21320086"
"PMID_21320087.pdf","21320087"
"PMID_21325901.pdf","21325901"
"PMID_21343159.pdf","21343159"
"PMID_21364458.pdf","21364458"
"PMID_21368651.pdf","21368651"
"PMID_21401537.pdf","21401537"
"PMID_21401538.pdf","21401538"
"PMID_21418045.pdf","21418045"
"PMID_21430518.pdf","21430518"
"PMID_21455074.pdf","21455074"
"PMID_21455075.pdf","21455075"
"PMID_21457152.pdf","21457152"
"PMID_21457153.pdf","21457153"
"PMID_21474474.pdf","21474474"
"PMID_21478734.pdf","21478734"
"PMID_21490024.pdf","21490024"
"PMID_21493621.pdf","21493621"
"PMID_21498494.pdf","21498494"
"PMID_21501129.pdf","21501129"
"PMID_21501131.pdf","21501131"
"PMID_21513078.pdf","21513078"
"PMID_21539530.pdf","21539530"
"PMID_21562420.pdf","21562420"
"PMID_21562425.pdf","21562425"
"PMID_21564041.pdf","21564041"
"PMID_21564045.pdf","21564045"
"PMID_21564049.pdf","21564049"
"PMID_21572315.pdf","21572315"
"PMID_21572316.pdf","21572316"
"PMID_21572318.pdf","21572318"
"PMID_21576095.pdf","21576095"
"PMID_21576096.pdf","21576096"
"PMID_21652615.pdf","21652615"
"PMID_21665899.pdf","21665899"
"PMID_21669954.pdf","21669954"
"PMID_21681081.pdf","21681081"
"PMID_21685111.pdf","21685111"
"PMID_21685487.pdf","21685487"
"PMID_21701378.pdf","21701378"
"PMID_21707560.pdf","21707560"
"PMID_21707564.pdf","21707564"
"PMID_21753726.pdf","21753726"
"PMID_21760515.pdf","21760515"
"PMID_21770906.pdf","21770906"
"PMID_21790518.pdf","21790518"
"PMID_21822077.pdf","21822077"
"PMID_21841050.pdf","21841050"
"PMID_21851342.pdf","21851342"
"PMID_21851343.pdf","21851343"
"PMID_21856778.pdf","21856778"
"PMID_21857015.pdf","21857015"
"PMID_21857520.pdf","21857520"
"PMID_21873370.pdf","21873370"
"PMID_21873632.pdf","21873632"
"PMID_21880031.pdf","21880031"
"PMID_21883123.pdf","21883123"
"PMID_21883124.pdf","21883124"
"PMID_21883125.pdf","21883125"
"PMID_21883127.pdf","21883127"
"PMID_21885980.pdf","21885980"
"PMID_21897262.pdf","21897262"
"PMID_21946094.pdf","21946094"
"PMID_21946824.pdf","21946824"
"PMID_21948951.pdf","21948951"
"PMID_21965050.pdf","21965050"
"PMID_21972884.pdf","21972884"
"PMID_21974796.pdf","21974796"
"PMID_21986980.pdf","21986980"
"PMID_22012861.pdf","22012861"
"PMID_22027622.pdf","22027622"
"PMID_22037641.pdf","22037641"
"PMID_22139005.pdf","22139005"
"PMID_22157844.pdf","22157844"
"PMID_22174346.pdf","22174346"
"PMID_22183156.pdf","22183156"
"PMID_22183158.pdf","22183158"
"PMID_22201185.pdf","22201185"
"PMID_22222469.pdf","22222469"
"PMID_22249153.pdf","22249153"
"PMID_22251105.pdf","22251105"
"PMID_22251106.pdf","22251106"
"PMID_22261795.pdf","22261795"
"PMID_22268817.pdf","22268817"
"PMID_22270505.pdf","22270505"
"PMID_22273828.pdf","22273828"
"PMID_22277663.pdf","22277663"
"PMID_22315331.pdf","22315331"
"PMID_22321082.pdf","22321082"
"PMID_22324297.pdf","22324297"
"PMID_22324319.pdf","22324319"
"PMID_22324890.pdf","22324890"
"PMID_22324968.pdf","22324968"
"PMID_22327109.pdf","22327109"
"PMID_22450530.pdf","22450530"
"PMID_22569025.pdf","22569025"
"PMID_22717726.pdf","22717726"
"PMID_22801581.pdf","22801581"
"PMID_22902599.pdf","22902599"
"PMID_22907609.pdf","22907609"
"PMID_22914044.pdf","22914044"
"PMID_22935955.pdf","22935955"
"PMID_22965457.pdf","22965457"
"bja/2009/5.1 retracted.pdf","19336536"
"eja/2009/12.2 (retracted Boldt).pdf","19606044"
